"Date","Entry (tags)","Expense amount","Income amount","Currency","Amount in main currency","Main currency","Description"
"2013-11-30","dulciuri","16,37","","RON","16,37","RON","ciocolata, rece, calda, crema"
"2013-11-30","masina","851,00","","RON","851,00","RON","cauciucuri all season - debica navigator 2"
"2013-11-29","mancare","107,28","","RON","107,28","RON","real tot felu'"
"2013-11-29","dulciuri","11,93","","RON","11,93","RON","saloane, popcorn"
"2013-11-29","casa","367,00","","RON","367,00","RON","brad (299), + globuri, beteala, instalatie de la Real"
"2013-11-29","casa","9,99","","RON","9,99","RON","lumanari albe de la kaufland"
"2013-11-29","cadouri","71,97","","RON","71,97","RON","3 clopotei muzicali (Alin, Florina, ucenicie Cami)"
"2013-11-29","casa","57,99","","RON","57,99","RON","jisk - instalatie electrica de craciun si flori artificiale pentru brad"
"2013-11-29","mancare","3,10","","RON","3,10","RON","supa la plic"
"2013-11-29","diverse","100,00","","RON","100,00","RON","GLS cami"
"2013-11-29","comisioane bancare","2,51","","RON","2,51","RON","transfer pentru GLS"
"2013-11-29","pierderi","25,00","","RON","25,00","RON","???"
"2013-11-29","mancare","5,78","","RON","5,78","RON","salata ruseasca si paine pentru pranz serviciu"
"2013-11-29","dulciuri","3,99","","RON","3,99","RON","pentru serviciu, biscuiti"
"2013-11-28","mancare","6,89","","RON","6,89","RON","2 litri de lapte de la Lidl + paine"
"2013-11-28","dulciuri","4,59","","RON","4,59","RON","biscuiti rotunzi pentru acasa"
"2013-11-28","cadouri","24,96","","RON","24,96","RON","craciunita pentru Cami (11.99)
hartie de impachetat (2x3.99)
fata de masa (14.99)"
"2013-11-28","diverse","50,00","","RON","50,00","RON","curs postuniversitar, chimie farma"
"2013-11-28","sanatate","15,00","","RON","15,00","RON","dolo angin pe sergiu"
"2013-11-28","transport","24,00","","RON","24,00","RON","abonament RATT 15 zile"
"2013-11-27","casa","15,00","","RON","15,00","RON","furtun baterie baie"
"2013-11-27","diverse","10,00","","RON","10,00","RON","merdenele pentru grupul de ucenicie"
"2013-11-27","mancare","6,20","","RON","6,20","RON","sandwich si bake rolls la scoala cand am stat 11 ore"
"2013-11-26","donatie","400,00","","RON","400,00","RON","10% vox"
"2013-11-26","facturi","199,00","","RON","199,00","RON","intretinere sept ( 101) si oct (97) 2013"
"2013-11-26","transport","2,00","","RON","2,00","RON","bilet ratt"
"2013-11-26","mancare","3,50","","RON","3,50","RON","sandwich la scoala"
"2013-11-25","mancare","1,09","","RON","1,09","RON","paine"
"2013-11-25","mancare","2,60","","RON","2,60","RON","apa la scoala"
"2013-11-25","diverse","1,20","","RON","1,20","RON","xerox pt oscet"
"2013-11-25","mancare","2,00","","RON","2,00","RON","paine pentru serviciu de la Lidl"
"2013-11-25","mancare","2,50","","RON","2,50","RON","placinta cu cartofi din maria"
"2013-11-25","casa","7,00","","RON","7,00","RON","anti goange, valul 2"
"2013-11-22","cadouri","24,00","","RON","24,00","RON","clopotel muzical pentru familia noastra"
"2013-11-22","dulciuri","2,30","","RON","2,30","RON","bounty"
"2013-11-22","mancare","1,24","","RON","1,24","RON","apa in drum spre oradea"
"2013-11-22","igiena","4,35","","RON","4,35","RON","absorbante zilnice"
"2013-11-22","cadouri","24,00","","RON","24,00","RON","vizita Alina si Adi, clopotel muzical"
"2013-11-22","cadouri","28,00","","RON","28,00","RON","vizita la elu si daria in oradea: biscuiti 2*14 lei"
"2013-11-22","cadouri","131,99","","RON","131,99","RON","cadou mama lui sergiu: 100 lei frigiderul, 18 lei flori, 14 lei biscuiti"
"2013-11-22","motorina","200,00","","RON","200,00","RON","cand am plecat spre oradea"
"2013-11-21","dulciuri","5,90","","RON","5,90","RON","turta dulce pentru bic"
"2013-11-21","mancare","2,00","","RON","2,00","RON","covrigi cu susan"
"2013-11-21","transport","4,50","","RON","4,50","RON","bilete rattt"
"2013-11-20","facturi","65,00","","RON","65,00","RON","UPC"
"2013-11-20","motorina","25,25","","RON","25,25","RON","motorina"
"2013-11-20","casa","37,47","","RON","37,47","RON","becuri si suruburi pt rasbery pie"
"2013-11-19","cadouri","6,00","","RON","6,00","RON","trandafir pt cami"
"2013-11-18","mancare","31,37","","RON","31,37","RON","paine, branza, cascaval, ciuperci, portocale"
"2013-11-18","dulciuri","4,69","","RON","4,69","RON","eugenii pentru serviciu"
"2013-11-18","mancare","13,64","","RON","13,64","RON","mancare pentru serviciu, paine, iahnie, ficati, banane de la Billa"
"2013-11-18","mancare","4,59","","RON","4,59","RON","inele de biscuiti, Lidl"
"2013-11-18","mancare","17,06","","RON","17,06","RON","smantana, lapte, unt de la Lidl"
"2013-11-17","mancare","3,90","","RON","3,90","RON","painea bunicii"
"2013-11-17","diverse","80,00","","RON","80,00","RON","cartile pentru studiu cu Titus P"
"2013-11-15","mancare","9,99","","RON","9,99","RON","sunca"
"2013-11-15","dulciuri","13,75","","RON","13,75","RON","inghetata"
"2013-11-15","sanatate","14,00","","RON","14,00","RON","ciprofloxacina + probiotic pentru pielonefrita lui Cami"
"2013-11-15","mancare","3,00","","RON","3,00","RON","paine"
"2013-11-15","in oras","16,00","","RON","16,00","RON","la o shaorma cu Miri"
"2013-11-15","electronice","263,00","","RON","263,00","RON","Raspberry PI + 3 leduri, un buton si un alimentator"
"2013-11-14","mancare","6,40","","RON","6,40","RON","paine si oua"
"2013-11-13","dulciuri","5,00","","RON","5,00","RON","napolitane pentru intalnirea de ucenicie"
"2013-11-13","mancare","9,00","","RON","9,00","RON","5 lei plescavita
2 lei apa
2 lei covrig cu ciuperci"
"2013-11-13","sanatate","9,00","","RON","9,00","RON","test de sarcina"
"2013-11-12","mancare","6,50","","RON","6,50","RON","covrigei la scoala ( 4+ 2,5)"
"2013-11-12","transport","6,00","","RON","6,00","RON","3 bilete RATT"
"2013-11-12","diverse","25,00","","RON","25,00","RON","pentru cumparaturi la scoala la d-na Soica"
"2013-11-12","sanatate","64,00","","RON","64,00","RON","analize de urina la Cami"
"2013-11-11","mancare","12,07","","RON","12,07","RON","smantana si lapte de la lidl"
"2013-11-11","sanatate","4,53","","RON","4,53","RON","ketonal si piafen"
"2013-11-10","dulciuri","11,59","","RON","11,59","RON","africana, prigat si napolitane alfers"
"2013-11-10","mancare","12,00","","RON","12,00","RON","paine, lamai si banane"
"2013-11-09","diverse","12,00","","RON","12,00","RON","regularizare contor apa baie"
"2013-11-09","dulciuri","14,07","","RON","14,07","RON","pufuleti, popcorn, granini, bakerolls"
"2013-11-09","mancare","15,62","","RON","15,62","RON","pui la rotisor"
"2013-11-08","telefon","31,20","","RON","31,20","RON","orange"
"2013-11-08","mancare","2,60","","RON","2,60","RON","apa la scoala"
"2013-11-08","mancare","4,00","","RON","4,00","RON","2 covrigi cu masline"
"2013-11-08","transport","2,00","","RON","2,00","RON","RATT bilet pt judetean"
"2013-11-07","imprumut","15,00","","RON","15,00","RON","la miri"
"2013-11-07","in oras","5,00","","RON","5,00","RON","un ceai la cartea de nisip in singuratate- sergiu"
"2013-11-07","donatie","5,50","","RON","5,50","RON","pahare si servetele la oscet"
"2013-11-06","comisioane bancare","2,51","","RON","2,51","RON","la transferul pt shake"
"2013-11-06","mancare","9,27","","RON","9,27","RON","Lapte si paine"
"2013-11-06","mancare","141,00","","RON","141,00","RON","shake herballife"
"2013-11-06","transport","2,00","","RON","2,00","RON","bilet RATT judetean"
"2013-11-05","casa","29,00","","RON","29,00","RON","resigilare apometru"
"2013-11-05","casa","7,00","","RON","7,00","RON","fiola cu insecticiv contra gandaci"
"2013-11-04","haine","43,40","","RON","43,40","RON","plovaras si tricou de la textil house pentru sergiu"
"2013-11-03","mancare","5,35","","RON","5,35","RON","smantana super!"
"2013-11-03","dulciuri","5,18","","RON","5,18","RON","granini pentru dupa"
"2013-11-03","in oras","30,50","","RON","30,50","RON","film + diverse cu felix (inghetata, apa minerala si cremes)"
"2013-11-03","donatie","2,00","","RON","2,00","RON","painea pentru cina"
"2013-11-03","donatie","100,00","","RON","100,00","RON","donatie la Pecica in familie"
"2013-11-02","cadouri","100,00","","RON","100,00","RON","ziua mami si ziua tabita"
"2013-11-02","motorina","100,00","","RON","100,00","RON","la plecarea la Pecica"
"2013-11-01","comisioane bancare","3,00","","RON","3,00","RON","comision internetbanking"
"2013-11-01","transport","2,00","","RON","2,00","RON","bilet ratt pt judetean"
"2013-10-31","mancare","7,89","","RON","7,89","RON","lapte, mustar, paine"
"2013-10-30","cadouri","20,00","","RON","20,00","RON","flori de ziua nelei."
"2013-10-30","dulciuri","7,50","","RON","7,50","RON","pentru intalnirea de ucenicie"
"2013-10-30","mancare","4,00","","RON","4,00","RON","painea bunicii"
"2013-10-30","transport","2,00","","RON","2,00","RON","bilet RATT de la scoala la judetean"
"2013-10-29","diverse","222,50","","RON","222,50","RON","articolul- abstract cu Amgela caunii si MOnica BUtnariu"
"2013-10-29","diverse","2,00","","RON","2,00","RON","scanare F-3a"
"2013-10-29","diverse","174,00","","RON","174,00","RON","DHL- a doua oara F-3a"
"2013-10-29","transport","44,40","","RON","44,40","RON","abonament RATT"
"2013-10-29","mancare","4,00","","RON","4,00","RON","sandwich"
"2013-10-28","mancare","4,50","","RON","4,50","RON","apa + biscuiti la scoala"
"2013-10-28","mancare","2,40","","RON","2,40","RON","paine de la Prospero (din bani gasiti prin buzunare)"
"2013-10-28","dulciuri","8,99","","RON","8,99","RON","lidl"
"2013-10-28","mancare","2,79","","RON","2,79","RON","lapte Lidl"
"2013-10-27","mancare","5,50","","RON","5,50","RON","banane si suc la concert pt cami"
"2013-10-27","casa","20,00","","RON","20,00","RON","sapun, folie bucatarie etc"
"2013-10-27","donatie","2,00","","RON","2,00","RON","colecta de la vox (nu mai sunt sigur daca tu ai dat 10 sau 1 leu)"
"2013-10-26","mancare","14,00","","RON","14,00","RON","pentru oaspeti: paine, bere, apa"
"2013-10-25","mancare","130,72","","RON","130,72","RON","pentru venirea socrilor"
"2013-10-25","diverse","162,93","","RON","162,93","RON","DHL- pentru sciex"
"2013-10-25","cadouri","50,00","","RON","50,00","RON","bilete concert Deo Gloria, parintii lui Sergiu"
"2013-10-25","in oras","50,00","","RON","50,00","RON","bilete concert Deo Gloria ( Sergiu si Cami)"
"2013-10-25","diverse","1,00","","RON","1,00","RON","poza pentru parintii lui sergiu"
"2013-10-25","igiena","7,25","","RON","7,25","RON","always"
"2013-10-24","dulciuri","4,58","","RON","4,58","RON","dulciuri pentru seviciu (biscuiti) si suc pentru Adi - nu l-a acceptat ca si cadou, dar ar mai avea datorie la mine 1 leu)"
"2013-10-24","mancare","12,21","","RON","12,21","RON","iahnie cu carnati pe 12 zile de la LIdl de mancat la serviciu"
"2013-10-24","cadouri","6,99","","RON","6,99","RON","gel de dus mamei lui sergiu"
"2013-10-24","igiena","5,99","","RON","5,99","RON","gel de dus"
"2013-10-24","donatie","400,00","","RON","400,00","RON","10% la VOX"
"2013-10-24","donatie","100,00","","RON","100,00","RON","OSCET 10 % salar Cami"
"2013-10-24","in oras","6,00","","RON","6,00","RON","inchetat cu Sergiu la il gelato di bruno"
"2013-10-24","igiena","2,50","","RON","2,50","RON","abosrbante - 3 buc"
"2013-10-24","diverse","3,20","","RON","3,20","RON","xerox/scanare acte pt sciex"
"2013-10-24","mancare","2,00","","RON","2,00","RON","covrig cu ciuperci"
"2013-10-22","motorina","49,96","","RON","49,96","RON","motorina"
"2013-10-22","cadouri","4,19","","RON","4,19","RON","bagheta din lemn pentru rama foto mama"
"2013-10-22","mancare","9,09","","RON","9,09","RON","lapte si paine de la lidl"
"2013-10-21","facturi","65,00","","RON","65,00","RON","UPC internet"
"2013-10-21","mancare","3,00","","RON","3,00","RON","sandwich la scoala"
"2013-10-19","casa","6,99","","RON","6,99","RON","rezerva mop"
"2013-10-19","igiena","15,07","","RON","15,07","RON","pasta de dinti, betisoara urechi, hartie igienica"
"2013-10-19","dulciuri","7,37","","RON","7,37","RON","la peciac la lidl"
"2013-10-19","mancare","87,04","","RON","87,04","RON","mancare de la Lidl din Pecica"
"2013-10-19","donatie","130,49","","RON","130,49","RON","cumparaturi pentru familie de la Lidl (Pecica)"
"2013-10-19","motorina","49,96","","RON","49,96","RON","motorina in drum spre Pecica"
"2013-10-17","mancare","23,55","","RON","23,55","RON","mancare de la Lidl"
"2013-10-17","diverse","13,00","","RON","13,00","RON","coala manuala pentru albumul de nunta"
"2013-10-16","mancare","3,93","","RON","3,93","RON","paine de la Vaiova"
"2013-10-15","transport","4,50","","RON","4,50","RON","1 bilet tranvai si 1 bilet expres"
"2013-10-15","mancare","2,60","","RON","2,60","RON","apa la scoala"
"2013-10-15","cadouri","20,00","","RON","20,00","RON","flori pentru Florina Bojin"
"2013-10-14","mancare","22,57","","RON","22,57","RON","lapte, spaghete, paine, carne tocata"
"2013-10-14","mancare","12,32","","RON","12,32","RON","mancare pentru serviciu (paine, iahnie de fasole si carnati) yamiii!"
"2013-10-13","mancare","4,90","","RON","4,90","RON","mere"
"2013-10-13","in oras","23,00","","RON","23,00","RON","pranz cu Sergiu la shaormeria din complex"
"2013-10-12","iesiri","21,89","","RON","21,89","RON","fructe si suc la Angela Caunii"
"2013-10-12","igiena","14,00","","RON","14,00","RON","tuns sergiu"
"2013-10-12","mancare","5,80","","RON","5,80","RON","lapte"
"2013-10-12","iesiri","48,00","","RON","48,00","RON","karting"
"2013-10-12","comisioane bancare","3,50","","RON","3,50","RON","cand am platit facturi vodafon la raluca"
"2013-10-12","telefon","550,00","","RON","550,00","RON","abonamente vodafone 2013"
"2013-10-12","economii","600,00","","RON","600,00","RON","salar cami pe luna sept"
"2013-10-11","pierderi","5,00","","RON","5,00","RON","??? la carting? in masina lui Vlas?"
"2013-10-11","in oras","10,00","","RON","10,00","RON","shaorma cu echipa 5 in complex"
"2013-10-11","telefon","31,27","","RON","31,27","RON","orange pe luna sept"
"2013-10-11","regularizari","468,00","","RON","468,00","RON","din minusul de luna trecuta ( imprumut de la Miri)"
"2013-10-11","economii","1.000,00","","RON","1.000,00","RON","din salarul lui Sergiu"
"2013-10-11","comisioane bancare","1,00","","RON","1,00","RON","transfer salarul lui Sergiu la cami"
"2013-10-10","pierderi","3,00","","RON","3,00","RON","???"
"2013-10-10","dulciuri","6,40","","RON","6,40","RON","coca-cola la oscet"
"2013-10-10","imprumut","7,50","","RON","7,50","RON","legalizare diploma Neli"
"2013-10-10","mancare","2,60","","RON","2,60","RON","apa la scoala"
"2013-10-08","mancare","9,78","","RON","9,78","RON","ulei si zahar"
"2013-10-07","curent","60,70","","RON","60,70","RON","curent luna 20.07-20.09"
"2013-10-07","cadouri","11,00","","RON","11,00","RON","flori pentru  cami"
"2013-10-07","mancare","37,00","","RON","37,00","RON","de la lidl"
"2013-10-07","mancare","20,00","","RON","20,00","RON","salam, oua, paine"
"2013-10-07","mancare","2,60","","RON","2,60","RON","apa la scoala"
"2013-10-06","iesiri","481,19","","RON","481,19","RON","amenda la parcearea in Belgrad"
"2013-10-06","iesiri","157,50","","RON","157,50","RON","3500 dinari- 300 dinari- autobuz, 1045- kfc, 750- pranz in centru, 400 - magneti-1000 pentru amenda"
"2013-10-05","iesiri","21,00","","RON","21,00","RON","cumparaturi inainte de plecarea la Belgrad"
"2013-10-05","iesiri","150,82","","RON","150,82","RON","hotel Happy star in Belgrad"
"2013-10-05","motorina","50,00","","RON","50,00","RON","pentru Belgrad"
"2013-10-04","dulciuri","5,00","","RON","5,00","RON","biscuiti de la lidl"
"2013-10-04","mancare","11,30","","RON","11,30","RON","lapte, salata ruseasca etc de la lidl"
"2013-10-03","diverse","4,00","","RON","4,00","RON","agrafa de par de la Daniela"
"2013-10-03","imprumut","8,00","","RON","8,00","RON","Talidei pentru materialul uncover"
"2013-10-03","diverse","8,00","","RON","8,00","RON","material UNCOVER, ucenicie"
"2013-10-02","motorina","99,89","","RON","99,89","RON","pentru Serbia"
"2013-10-02","in oras","6,00","","RON","6,00","RON","ceai cu fetele la ucenicie"
"2013-10-02","mancare","2,70","","RON","2,70","RON","bake rolls la scoala"
"2013-10-02","casa","6,00","","RON","6,00","RON","2 prosoape de maini de la second"
"2013-10-02","haine","10,00","","RON","10,00","RON","plovaras de la second"
"2013-10-01","facturi","87,00","","RON","87,00","RON","intretinere luna septembrie"
"2013-10-01","cadouri","20,00","","RON","20,00","RON","cartea cele 5 limbaje ale iubirii pentru Raluca"
"2013-10-01","in oras","3,00","","RON","3,00","RON","inghetata cu miri in oras"
"2013-10-01","igiena","9,00","","RON","9,00","RON","sampon uscat"
"2013-10-01","mancare","2,60","","RON","2,60","RON","apa  la scoala"
"2013-09-30","comisioane bancare","3,00","","RON","3,00","RON","homebank"
"2013-09-30","mancare","5,54","","RON","5,54","RON","lapte si apa"
"2013-09-30","diverse","18,00","","RON","18,00","RON","colet, dvd  de nunta la Florin"
"2013-09-29","donatie","5,00","","RON","5,00","RON","colecta la vox"
"2013-09-28","in oras","25,00","","RON","25,00","RON","pranz la vox, intalnire BIC"
"2013-09-27","dulciuri","14,58","","RON","14,58","RON","halva si biscuiti"
"2013-09-27","mancare","3,49","","RON","3,49","RON","paine"
"2013-09-27","cadouri","11,99","","RON","11,99","RON","crizanteme pt cami"
"2013-09-27","in oras","3,00","","RON","3,00","RON","inghetata cu delia"
"2013-09-26","transport","42,40","","RON","42,40","RON","abonament linia 33, 1 luna"
"2013-09-26","mancare","3,00","","RON","3,00","RON","branza topita"
"2013-09-25","transport","4,00","","RON","4,00","RON","2 bilete RATT"
"2013-09-25","dulciuri","4,59","","RON","4,59","RON","inele de biscuiti"
"2013-09-25","mancare","28,43","","RON","28,43","RON","smantana, branza, unt de la Lidl"
"2013-09-24","in oras","5,00","","RON","5,00","RON","ceai cu fetele de la ucenicie la cartea de nisip"
"2013-09-24","diverse","8,50","","RON","8,50","RON","inca o coala de hartie manuala pentru albumul de nunta"
"2013-09-23","mancare","10,57","","RON","10,57","RON","lapte si salata ruseasca de la Lidl"
"2013-09-23","mancare","5,72","","RON","5,72","RON","lapte si paine de la Auchan"
"2013-09-23","diverse","161,50","","RON","161,50","RON","coli pentru albumul de nunta"
"2013-09-23","diverse","5,00","","RON","5,00","RON","banda dublu-adeziva"
"2013-09-23","mancare","2,50","","RON","2,50","RON","covrigi eu cu miri"
"2013-09-22","pierderi","7,20","","RON","7,20","RON","????"
"2013-09-22","masina","20,00","","RON","20,00","RON","spalat interior, exterior"
"2013-09-22","cadouri","800,00","","RON","800,00","RON","cadou de nunta Gelu si Lidija"
"2013-09-21","diverse","3,00","","RON","3,00","RON","diferente de la bonuri pentru cumparaturile lui Miri"
"2013-09-21","dulciuri","5,00","","RON","5,00","RON","ciocolata de casa de la mall"
"2013-09-21","casa","76,44","","RON","76,44","RON","domestos, fairy, ajax pentru gresie, servetele curatat laptop, farfurii ghivece, silan-balsam rufe, crema pantofi negru si maro, peak wc, servetele bucatarie rola,"
"2013-09-21","igiena","58,59","","RON","58,59","RON","gel de dus Sergiu, gel intim, durex, servetele umede"
"2013-09-21","mancare","89,87","","RON","89,87","RON","fructe, legume, iaurt, brnza, sunca, ciuperci etc de a auchan"
"2013-09-21","dulciuri","10,31","","RON","10,31","RON","bounty, suc, gume orbit, africana"
"2013-09-21","in oras","26,00","","RON","26,00","RON","pranz cu Sergiu in mall"
"2013-09-20","facturi","65,00","","RON","65,00","RON","UPC luna sept"
"2013-09-20","mancare","3,00","","RON","3,00","RON","5 oua"
"2013-09-20","dulciuri","7,00","","RON","7,00","RON","prajitura de vineri seara"
"2013-09-20","transport","8,00","","RON","8,00","RON","bilete RATT"
"2013-09-20","cadouri","4,00","","RON","4,00","RON","covrigi pentru Talida"
"2013-09-20","diverse","18,00","","RON","18,00","RON","curea ceas albastru"
"2013-09-20","mancare","2,00","","RON","2,00","RON","covrig cu ciuperci"
"2013-09-20","diverse","172,35","","RON","172,35","RON","printat poze album nunta"
"2013-09-20","mancare","5,80","","RON","5,80","RON","corn si iaurt (mic dejun la serviciu)"
"2013-09-19","dulciuri","7,00","","RON","7,00","RON","biscuiti inel 32% unt de la Lidl"
"2013-09-19","mancare","6,00","","RON","6,00","RON","lapte, paine de la Lidl"
"2013-09-19","sanatate","34,00","","RON","34,00","RON","xyzal si mometazona pentru Sergiu"
"2013-09-18","casa","8,00","","RON","8,00","RON","tavite ghiveci si hartie abraziva"
"2013-09-18","dulciuri","2,00","","RON","2,00","RON","suc pt studente"
"2013-09-17","mancare","2,00","","RON","2,00","RON","covrig cu ciuperci"
"2013-09-17","transport","2,00","","RON","2,00","RON","bilet RATT"
"2013-09-16","cadouri","132,99","","RON","132,99","RON","de nunta petru Tony si Paula"
"2013-09-16","comisioane bancare","2,51","","RON","2,51","RON","pt imprumutul lui tati de 4500 lei"
"2013-09-16","imprumut","500,00","","RON","500,00","RON","la tati, in total 4500 lei ( 4000 lei din contul de economii + 500 din contul curent)"
"2013-09-15","dulciuri","5,00","","RON","5,00","RON","inghetata"
"2013-09-15","donatie","400,00","","RON","400,00","RON","10 % la Vox"
"2013-09-15","donatie","100,00","","RON","100,00","RON","la OSCET"
"2013-09-14","cadouri","59,00","","RON","59,00","RON","hanorac la Feli"
"2013-09-14","motorina","100,00","","RON","100,00","RON","cand am plecat la Pecica"
"2013-09-14","donatie","5,10","","RON","5,10","RON","ulei la Pecica"
"2013-09-13","comisioane bancare","1,00","","RON","1,00","RON","transfer la cami in cont"
"2013-09-13","economii","2.000,00","","RON","2.000,00","RON","1000 lei salar Cami + 1000 lei salar Sergiu"
"2013-09-13","haine","66,20","","RON","66,20","RON","pantaloni albastri, camasa albastra, bluzita magenta"
"2013-09-13","diverse","14,00","","RON","14,00","RON","talpici pentru pantofi, 2 perechi"
"2013-09-13","mancare","2,70","","RON","2,70","RON","bake rolls la scoala"
"2013-09-12","dulciuri","2,80","","RON","2,80","RON","baton de ciocolata de la Vaiova"
"2013-09-12","mancare","3,90","","RON","3,90","RON","paine de la Vaiova (a ieftinit Ponta painea)"
"2013-09-12","mancare","5,00","","RON","5,00","RON","2 lei covrigi la scoala + covrigi pt profe"
"2013-09-12","facturi","31,00","","RON","31,00","RON","orange luna august"
"2013-09-12","diverse","70,00","","RON","70,00","RON","ceasornicar: 
curatare ceas mare: 25 lei
bratara ceas alb: 22 lei + 3 lei telescopul
scos zale ceas argintiu: 4 lei
2 baterii: 16 lei"
"2013-09-11","dulciuri","12,00","","RON","12,00","RON","dulciuri si saraturi pentru servici de la Lidl"
"2013-09-10","in oras","13,00","","RON","13,00","RON","prajitura la Casa cu Flori"
"2013-09-09","mancare","22,44","","RON","22,44","RON","de la lidl: lapte, branza, smantana, paine"
"2013-09-09","dulciuri","12,78","","RON","12,78","RON","inele biscuiti si crema ciocolata pentur clatite"
"2013-09-09","cadouri","11,99","","RON","11,99","RON","crizanteme pentru Cami"
"2013-09-09","diverse","52,00","","RON","52,00","RON","pozele pentru albumul din facultate"
"2013-09-09","diverse","350,00","","RON","350,00","RON","pentru acoperis cabana prislop ( 300 lei)
pentru vopsit cabana prislop ( 50 lei)"
"2013-09-06","dulciuri","12,38","","RON","12,38","RON","granini si 7 days pe drum spre cugir"
"2013-09-06","mancare","2,20","","RON","2,20","RON","apa minerala"
"2013-09-06","cadouri","11,99","","RON","11,99","RON","Rafaello pentru fete Cugir"
"2013-09-06","haine","1,50","","RON","1,50","RON","sireturi pantofi negri bb-up"
"2013-09-06","transport","4,00","","RON","4,00","RON","2 bilete RATT"
"2013-09-06","cadouri","11,00","","RON","11,00","RON","dulciuri pentru Robert si Radu"
"2013-09-06","motorina","139,19","","RON","139,19","RON","Tm-Cugir-Tm"
"2013-09-04","sanatate","265,00","","RON","265,00","RON","ochelari Cami"
"2013-09-04","haine","198,00","","RON","198,00","RON","pantofi de toamna Cami ( *2)"
"2013-09-02","dulciuri","7,20","","RON","7,20","RON","pufarini pentru Andy ..."
"2013-09-02","mancare","2,80","","RON","2,80","RON","smantana de la Lidl"
"2013-09-02","facturi","90,30","","RON","90,30","RON","intretinere luna august"
"2013-09-02","mancare","49,14","","RON","49,14","RON","de la kauffland: fructe + alimente: lapte, branza, rosii, ardei, iaurt, oua, paine"
"2013-09-01","iesiri","259,35","","RON","259,35","RON","la plecare: 170 lei Sergiu, 30 lei Cami + 30 lei datoria de la Daria
cheltuieli supravietuire:
-56 lei transport sergiu ( 50 andy + 6 Luci)
-66 lei transport Cami
-11 lei paine si mic dejun Cami luni
-4 lei la intoarcere in Pietroasa
-10 lei kebab sergiu
-6 lei cartofi prajiti
-17 lei fasole? Sergiu
- 5 lei pentru OSCET
-  pierderi?"
"2013-09-01","mancare","35,00","","RON","35,00","RON","pizza acasa, la intoarcerea din supravietuire"
"2013-08-31","comisioane bancare","3,00","","RON","3,00","RON","internet banking"
"2013-08-25","comisioane bancare","1,00","","RON","1,00","RON","transfer bani supravietuire la Delia in cont"
"2013-08-23","iesiri","175,33","","RON","175,33","RON","mancare pentru tabara de supravietuire"
"2013-08-23","sport","89,99","","RON","89,99","RON","coburi bicicleta (bagaje de agatat la bicicleta pe portbagaj - 65l! de la Lidl)"
"2013-08-23","mancare","4,08","","RON","4,08","RON","lapte si paine de la Lidl"
"2013-08-23","dulciuri","4,79","","RON","4,79","RON","inele de biscuiti pentru tine, Cami!"
"2013-08-23","cadouri","2,39","","RON","2,39","RON","i-am cuparat o cola la 0.5 lui Cristi."
"2013-08-23","dulciuri","6,40","","RON","6,40","RON","prajitura de vineri seara"
"2013-08-23","mancare","4,00","","RON","4,00","RON","paine"
"2013-08-22","dulciuri","5,39","","RON","5,39","RON","eugenii ca nu mai puteam de foame, cumparate din Auchan"
"2013-08-22","in oras","9,00","","RON","9,00","RON","inghetata cu Delia, Tabita si Miha"
"2013-08-22","sport","85,00","","RON","85,00","RON","suport de bagaje din aluminiu pentru bicicleta"
"2013-08-22","haine","7,00","","RON","7,00","RON","tiv la pantaloni"
"2013-08-21","sport","100,00","","RON","100,00","RON","2 casti de bicicleta"
"2013-08-21","sport","50,00","","RON","50,00","RON","camera bicicleta, suport+ sticla apa"
"2013-08-21","sport","179,99","","RON","179,99","RON","sac de dormit vara pentru Sergiu"
"2013-08-21","haine","10,00","","RON","10,00","RON","pantaloni maro de la second hand"
"2013-08-21","economii","2.000,00","","RON","2.000,00","RON","din cei 2400 lei (550 euro)"
"2013-08-21","dulciuri","2,70","","RON","2,70","RON","baton de ciocolata cu lapte de casa (tot de la Vaiova)"
"2013-08-21","mancare","4,30","","RON","4,30","RON","paine de la Vaiova"
"2013-08-20","facturi","130,00","","RON","130,00","RON","UPC luna iulie si august"
"2013-08-20","iesiri","130,00","","RON","130,00","RON","tabara supravietuire ( 80 lei Cami + 50 lei Sergiu)"
"2013-08-20","iesiri","14,00","","RON","14,00","RON","cu Feli la Flonta :)"
"2013-08-20","donatie","100,00","","RON","100,00","RON","10% salar Cami la OSCET"
"2013-08-20","donatie","400,00","","RON","400,00","RON","10 % salar Sergiu la VOX"
"2013-08-20","cadouri","23,98","","RON","23,98","RON","cadou Feli (ciocolata & carte)"
"2013-08-19","dulciuri","15,69","","RON","15,69","RON","lamai, grapefruit & zahar pentru limonada"
"2013-08-19","diverse","3,99","","RON","3,99","RON","caiet mate pentru gandit Canaan"
"2013-08-19","iesiri","15,00","","RON","15,00","RON","intrare la strand Heaven ( 10 lei + 5 pt Feli)"
"2013-08-19","mancare","1,80","","RON","1,80","RON","apa 0,5 l"
"2013-08-18","donatie","2,00","","RON","2,00","RON","la biserica la pecica"
"2013-08-18","diverse","100,00","","RON","100,00","RON","pentru vinete si zacusca, de la mami Lidia"
"2013-08-17","in oras","9,00","","RON","9,00","RON","inghetata in centru la Arad"
"2013-08-17","diverse","5,00","","RON","5,00","RON","masaj la cap"
"2013-08-17","haine","10,00","","RON","10,00","RON","papuci pentru Sergiu de la Dacathlon"
